order_id,customer_name,customer_email,order_date,total_amount,status,item_index,item_name,category,quantity,price,item_type,is_opened,return_request_date,return_reason,return_status,refund_amount,refund_date,transaction_id,restocking_fee_applied
ORD-000006,Margaret Flores,christopher.mitchell124@email.com,2026-06-12,2149.43,shipped,0,"Desk Lamp",Home & Kitchen,2,186.55,physical,True,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-06-14,"Item damaged in shipping",denied,0.0,,,False
ORD-000006,Margaret Flores,christopher.mitchell124@email.com,2026-06-12,2149.43,shipped,1,"Yoga Mat",Fitness,3,308.07,physical,False,,,,,,,,,
ORD-000006,Margaret Flores,christopher.mitchell124@email.com,2026-06-12,2149.43,shipped,2,"Wireless Headphones",Electronics,3,284.04,physical,True,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-07-02,"Defective product",approved,724.3,2026-07-08,refund_31e337e0e98f,True
ORD-000010,Margaret Flores,christopher.mitchell124@email.com,2026-06-04,2958.27,cancelled,0,"Desk Lamp",Home & Kitchen,1,362.0,physical,True,,,,,,,,,
ORD-000010,Margaret Flores,christopher.mitchell124@email.com,2026-06-04,2958.27,cancelled,1,"Wireless Headphones",Electronics,2,491.65,physical,False,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-06-23,"Changed mind",denied,0.0,,,False
ORD-000010,Margaret Flores,christopher.mitchell124@email.com,2026-06-04,2958.27,cancelled,2,"Wireless Headphones",Electronics,1,490.74,physical,False,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-06-23,"Wrong size",denied,0.0,,,False
ORD-000010,Margaret Flores,christopher.mitchell124@email.com,2026-06-04,2958.27,cancelled,3,"Wireless Headphones",Electronics,2,275.26,physical,True,,,,,,,,,
ORD-000010,Margaret Flores,christopher.mitchell124@email.com,2026-06-04,2958.27,cancelled,4,"Kitchen Blender",Home & Kitchen,3,190.57,physical,True,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-06-29,"Wrong size",completed,485.95,2026-07-03,refund_8ca34f3b6179,True
ORD-000011,Margaret Flores,christopher.mitchell124@email.com,2026-06-16,1838.68,processing,0,"Wireless Headphones",Electronics,2,387.95,physical,False,,,,,,,,,
ORD-000011,Margaret Flores,christopher.mitchell124@email.com,2026-06-16,1838.68,processing,1,"Backpack",Apparel,2,338.64,physical,False,,,,,,,,,
ORD-000011,Margaret Flores,christopher.mitchell124@email.com,2026-06-16,1838.68,processing,2,"Running Shoes",Apparel,2,192.75,physical,False,,,,,,,,,
ORD-000035,Margaret Flores,christopher.mitchell124@email.com,2026-05-19,2239.99,shipped,0,"Water Bottle",Fitness,2,162.88,physical,True,,,,,,,,,
ORD-000035,Margaret Flores,christopher.mitchell124@email.com,2026-05-19,2239.99,shipped,1,"Coffee Maker",Home & Kitchen,3,189.15,physical,True,,,,,,,,,
ORD-000035,Margaret Flores,christopher.mitchell124@email.com,2026-05-19,2239.99,shipped,2,"E-book: Data Science",Books,2,137.08,digital,True,,,,,,,,,
ORD-000035,Margaret Flores,christopher.mitchell124@email.com,2026-05-19,2239.99,shipped,3,"Yoga Mat",Fitness,3,237.96,physical,False,,,,,,,,,
ORD-000035,Margaret Flores,christopher.mitchell124@email.com,2026-05-19,2239.99,shipped,4,"Bluetooth Speaker",Electronics,2,179.37,physical,False,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-06-17,"Not working as expected",completed,358.74,2026-06-20,refund_447b131f344a,False
ORD-000036,Margaret Flores,christopher.mitchell124@email.com,2026-05-22,2522.85,pending,0,"Software License: Design Tool",Software,2,126.62,digital,False,,,,,,,,,
ORD-000036,Margaret Flores,christopher.mitchell124@email.com,2026-05-22,2522.85,pending,1,"Online Course: Web Development",Education,2,145.61,digital,False,,,,,,,,,
ORD-000036,Margaret Flores,christopher.mitchell124@email.com,2026-05-22,2522.85,pending,2,"Kitchen Blender",Home & Kitchen,1,369.76,physical,False,,,,,,,,,
ORD-000036,Margaret Flores,christopher.mitchell124@email.com,2026-05-22,2522.85,pending,3,"Video Course: AI Fundamentals",Education,2,90.3,digital,True,,,,,,,,,
ORD-000036,Margaret Flores,christopher.mitchell124@email.com,2026-05-22,2522.85,pending,4,"Tablet Stand",Electronics,3,476.01,physical,True,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-06-20,"Wrong size",pending,1428.03,,,False
ORD-000016,Stephanie Roberts,sarah.walker948@mail.com,2026-05-13,1798.43,shipped,0,"Kitchen Blender",Home & Kitchen,3,461.05,physical,False,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-06-30,"Received duplicate",pending,1383.15,,,False
ORD-000016,Stephanie Roberts,sarah.walker948@mail.com,2026-05-13,1798.43,shipped,1,"Running Shoes",Apparel,1,415.28,physical,False,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-06-13,"Item damaged in shipping",approved,415.28,2026-06-18,refund_791ba4186455,False
ORD-000020,Stephanie Roberts,sarah.walker948@mail.com,2026-06-16,1069.9,delivered,0,"Bluetooth Speaker",Electronics,2,244.66,physical,False,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-06-22,"Changed mind",pending,489.32,,,False
ORD-000020,Stephanie Roberts,sarah.walker948@mail.com,2026-06-16,1069.9,delivered,1,"Kitchen Blender",Home & Kitchen,2,290.29,physical,False,,,,,,,,,
ORD-000021,Stephanie Roberts,sarah.walker948@mail.com,2026-06-08,818.76,shipped,0,"Wireless Headphones",Electronics,3,92.44,physical,True,,,,,,,,,
ORD-000021,Stephanie Roberts,sarah.walker948@mail.com,2026-06-08,818.76,shipped,1,"Kitchen Blender",Home & Kitchen,2,270.72,physical,False,,,,,,,,,
ORD-000023,Stephanie Roberts,sarah.walker948@mail.com,2026-05-25,2912.53,shipped,0,"Coffee Maker",Home & Kitchen,2,164.78,physical,False,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-06-17,"Defective product",approved,329.56,2026-06-23,refund_b169d450caef,False
ORD-000023,Stephanie Roberts,sarah.walker948@mail.com,2026-05-25,2912.53,shipped,1,"Music Album: Best Hits",Entertainment,2,119.49,digital,True,,,,,,,,,
ORD-000023,Stephanie Roberts,sarah.walker948@mail.com,2026-05-25,2912.53,shipped,2,"Yoga Mat",Fitness,3,385.6,physical,False,,,,,,,,,
ORD-000023,Stephanie Roberts,sarah.walker948@mail.com,2026-05-25,2912.53,shipped,3,"Coffee Maker",Home & Kitchen,3,395.73,physical,False,,,,,,,,,
ORD-000033,Stephanie Roberts,sarah.walker948@mail.com,2026-05-20,2015.97,delivered,0,"Desk Lamp",Home & Kitchen,3,105.67,physical,False,,,,,,,,,
ORD-000033,Stephanie Roberts,sarah.walker948@mail.com,2026-05-20,2015.97,delivered,1,"Online Course: Web Development",Education,2,128.9,digital,False,,,,,,,,,
ORD-000033,Stephanie Roberts,sarah.walker948@mail.com,2026-05-20,2015.97,delivered,2,"Kitchen Blender",Home & Kitchen,2,426.1,physical,False,,,,,,,,,
ORD-000033,Stephanie Roberts,sarah.walker948@mail.com,2026-05-20,2015.97,delivered,3,"Tablet Stand",Electronics,3,69.74,physical,False,,,,,,,,,
ORD-000033,Stephanie Roberts,sarah.walker948@mail.com,2026-05-20,2015.97,delivered,4,"Tablet Stand",Electronics,1,379.74,physical,False,,,,,,,,,
ORD-000029,Donna Davis,james.king974@outlook.com,2026-05-27,1972.88,delivered,0,"Online Course: Web Development",Education,3,130.83,digital,False,,,,,,,,,
ORD-000029,Donna Davis,james.king974@outlook.com,2026-05-27,1972.88,delivered,1,"Bluetooth Speaker",Electronics,1,455.7,physical,False,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-06-30,"Defective product",completed,455.7,2026-07-04,refund_04276288469e,False
ORD-000029,Donna Davis,james.king974@outlook.com,2026-05-27,1972.88,delivered,2,"Tablet Stand",Electronics,2,355.42,physical,False,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-06-15,"Not as described",approved,710.84,2026-06-20,refund_25363347fd72,False
ORD-000029,Donna Davis,james.king974@outlook.com,2026-05-27,1972.88,delivered,3,"Desk Lamp",Home & Kitchen,3,137.95,physical,False,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-07-07,"Received duplicate",approved,413.85,2026-07-14,refund_ce62f4da1c79,False
ORD-000041,Donna Davis,james.king974@outlook.com,2026-05-30,1212.61,delivered,0,"Wireless Headphones",Electronics,1,352.99,physical,False,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-06-22,"Received duplicate",processing,352.99,2026-06-27,,False
ORD-000041,Donna Davis,james.king974@outlook.com,2026-05-30,1212.61,delivered,1,"Online Course: Web Development",Education,2,154.5,digital,False,,,,,,,,,
ORD-000041,Donna Davis,james.king974@outlook.com,2026-05-30,1212.61,delivered,2,"Video Course: AI Fundamentals",Education,3,183.54,digital,False,,,,,,,,,
ORD-000048,Donna Davis,james.king974@outlook.com,2026-06-01,1172.34,delivered,0,"Wireless Headphones",Electronics,1,135.17,physical,True,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-07-04,"Received duplicate",approved,114.89,2026-07-09,refund_cdf2e5a97d49,True
ORD-000048,Donna Davis,james.king974@outlook.com,2026-06-01,1172.34,delivered,1,"Video Course: AI Fundamentals",Education,3,60.42,digital,True,,,,,,,,,
ORD-000048,Donna Davis,james.king974@outlook.com,2026-06-01,1172.34,delivered,2,"Bluetooth Speaker",Electronics,1,162.01,physical,False,,,,,,,,,
ORD-000048,Donna Davis,james.king974@outlook.com,2026-06-01,1172.34,delivered,3,"Music Album: Best Hits",Entertainment,3,22.87,digital,False,,,,,,,,,
ORD-000048,Donna Davis,james.king974@outlook.com,2026-06-01,1172.34,delivered,4,"Backpack",Apparel,3,208.43,physical,False,,,,,,,,,
ORD-000031,Laura Flores,gary.jones941@email.com,2026-07-05,2011.39,delivered,0,"Kitchen Blender",Home & Kitchen,2,125.26,physical,False,,,,,,,,,
ORD-000031,Laura Flores,gary.jones941@email.com,2026-07-05,2011.39,delivered,1,"Water Bottle",Fitness,2,245.32,physical,True,,,,,,,,,
ORD-000031,Laura Flores,gary.jones941@email.com,2026-07-05,2011.39,delivered,2,"Desk Lamp",Home & Kitchen,3,225.39,physical,True,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-07-02,"Not as described",pending,676.17,,,False
ORD-000031,Laura Flores,gary.jones941@email.com,2026-07-05,2011.39,delivered,3,"Water Bottle",Fitness,3,198.02,physical,False,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-07-06,"Wrong size",pending,594.06,,,False
ORD-000046,Laura Flores,gary.jones941@email.com,2026-05-15,3022.03,processing,0,"Running Shoes",Apparel,3,435.4,physical,True,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-06-27,"Received duplicate",processing,1110.27,2026-07-01,,True
ORD-000046,Laura Flores,gary.jones941@email.com,2026-05-15,3022.03,processing,1,"Running Shoes",Apparel,1,481.06,physical,True,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-07-03,"Changed mind",pending,481.06,,,False
ORD-000046,Laura Flores,gary.jones941@email.com,2026-05-15,3022.03,processing,2,"Backpack",Apparel,3,411.59,physical,False,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-06-19,"Item damaged in shipping",pending,1234.77,,,False
ORD-000027,Matthew Garcia,richard.jones312@protonmail.com,2026-05-11,1979.86,delivered,0,"Yoga Mat",Fitness,2,173.92,physical,False,,,,,,,,,
ORD-000027,Matthew Garcia,richard.jones312@protonmail.com,2026-05-11,1979.86,delivered,1,"Backpack",Apparel,2,416.96,physical,False,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-07-03,"Received duplicate",pending,833.92,,,False
ORD-000027,Matthew Garcia,richard.jones312@protonmail.com,2026-05-11,1979.86,delivered,2,"Wireless Headphones",Electronics,2,399.05,physical,False,,,,,,,,,
ORD-000044,Matthew Garcia,richard.jones312@protonmail.com,2026-05-23,619.28,shipped,0,"Wireless Headphones",Electronics,1,277.96,physical,False,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-06-26,"Not working as expected",approved,277.96,2026-07-03,refund_d60b27bf6669,False
ORD-000044,Matthew Garcia,richard.jones312@protonmail.com,2026-05-23,619.28,shipped,1,"Water Bottle",Fitness,1,128.3,physical,False,,,,,,,,,
ORD-000044,Matthew Garcia,richard.jones312@protonmail.com,2026-05-23,619.28,shipped,2,"Water Bottle",Fitness,2,106.51,physical,False,,,,,,,,,
ORD-000047,Matthew Garcia,richard.jones312@protonmail.com,2026-05-18,3583.01,shipped,0,"Desk Lamp",Home & Kitchen,3,447.09,physical,False,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-06-23,"Defective product",pending,1341.27,,,False
ORD-000047,Matthew Garcia,richard.jones312@protonmail.com,2026-05-18,3583.01,shipped,1,"Yoga Mat",Fitness,2,373.87,physical,True,,,,,,,,,
ORD-000047,Matthew Garcia,richard.jones312@protonmail.com,2026-05-18,3583.01,shipped,2,"Kitchen Blender",Home & Kitchen,2,304.85,physical,True,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-06-22,"Item damaged in shipping",pending,609.7,,,False
ORD-000047,Matthew Garcia,richard.jones312@protonmail.com,2026-05-18,3583.01,shipped,3,"Bluetooth Speaker",Electronics,1,419.45,physical,False,,,,,,,,,
ORD-000047,Matthew Garcia,richard.jones312@protonmail.com,2026-05-18,3583.01,shipped,4,"Yoga Mat",Fitness,3,154.95,physical,True,,,,,,,,,
ORD-000001,Deborah Campbell,kevin.harris195@protonmail.com,2026-06-05,1909.1,pending,0,"Kitchen Blender",Home & Kitchen,3,179.39,physical,True,,,,,,,,,
ORD-000001,Deborah Campbell,kevin.harris195@protonmail.com,2026-06-05,1909.1,pending,1,"Water Bottle",Fitness,3,73.46,physical,False,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-06-30,"Received duplicate",approved,220.38,2026-07-07,refund_fe2fc5b1e746,False
ORD-000001,Deborah Campbell,kevin.harris195@protonmail.com,2026-06-05,1909.1,pending,2,"Tablet Stand",Electronics,1,71.57,physical,False,,,,,,,,,
ORD-000001,Deborah Campbell,kevin.harris195@protonmail.com,2026-06-05,1909.1,pending,3,"Running Shoes",Apparel,3,359.66,physical,False,,,,,,,,,
ORD-000015,Deborah Campbell,kevin.harris195@protonmail.com,2026-05-17,835.15,shipped,0,"Kitchen Blender",Home & Kitchen,2,195.37,physical,False,,,,,,,,,
ORD-000015,Deborah Campbell,kevin.harris195@protonmail.com,2026-05-17,835.15,shipped,1,"Wireless Headphones",Electronics,1,228.66,physical,True,,,,,,,,,
ORD-000015,Deborah Campbell,kevin.harris195@protonmail.com,2026-05-17,835.15,shipped,2,"Backpack",Apparel,1,215.75,physical,False,,,,,,,,,
ORD-000017,Deborah Campbell,kevin.harris195@protonmail.com,2026-05-12,1209.92,delivered,0,"E-book: Python Programming",Books,1,185.36,digital,True,,,,,,,,,
ORD-000017,Deborah Campbell,kevin.harris195@protonmail.com,2026-05-12,1209.92,delivered,1,"Backpack",Apparel,2,218.25,physical,False,,,,,,,,,
ORD-000017,Deborah Campbell,kevin.harris195@protonmail.com,2026-05-12,1209.92,delivered,2,"Water Bottle",Fitness,1,241.82,physical,False,,,,,,,,,
ORD-000017,Deborah Campbell,kevin.harris195@protonmail.com,2026-05-12,1209.92,delivered,3,"Bluetooth Speaker",Electronics,1,346.24,physical,True,,,,,,,,,
ORD-000045,Deborah Campbell,kevin.harris195@protonmail.com,2026-05-25,1576.78,delivered,0,"Coffee Maker",Home & Kitchen,1,170.92,physical,False,,,,,,,,,
ORD-000045,Deborah Campbell,kevin.harris195@protonmail.com,2026-05-25,1576.78,delivered,1,"Running Shoes",Apparel,3,468.62,physical,False,,,,,,,,,
ORD-000013,Nancy Roberts,shirley.wright953@outlook.com,2026-05-24,1765.39,shipped,0,"Coffee Maker",Home & Kitchen,1,402.68,physical,True,,,,,,,,,
ORD-000013,Nancy Roberts,shirley.wright953@outlook.com,2026-05-24,1765.39,shipped,1,"Music Album: Best Hits",Entertainment,1,24.7,digital,False,,,,,,,,,
ORD-000013,Nancy Roberts,shirley.wright953@outlook.com,2026-05-24,1765.39,shipped,2,"Water Bottle",Fitness,1,20.89,physical,False,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-06-10,"Better price elsewhere",denied,0.0,,,False
ORD-000013,Nancy Roberts,shirley.wright953@outlook.com,2026-05-24,1765.39,shipped,3,"Bluetooth Speaker",Electronics,1,68.43,physical,False,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-06-08,"Item damaged in shipping",approved,68.43,2026-06-11,refund_9839a63ecf43,False
ORD-000013,Nancy Roberts,shirley.wright953@outlook.com,2026-05-24,1765.39,shipped,4,"Water Bottle",Fitness,3,416.23,physical,True,,,,,,,,,
ORD-000014,Nancy Roberts,shirley.wright953@outlook.com,2026-06-06,701.38,processing,0,"Online Course: Web Development",Education,1,62.4,digital,False,,,,,,,,,
ORD-000014,Nancy Roberts,shirley.wright953@outlook.com,2026-06-06,701.38,processing,1,"Tablet Stand",Electronics,2,319.49,physical,False,,,,,,,,,
ORD-000018,Nancy Roberts,shirley.wright953@outlook.com,2026-06-02,534.44,delivered,0,"Music Album: Best Hits",Entertainment,2,70.49,digital,True,,,,,,,,,
ORD-000018,Nancy Roberts,shirley.wright953@outlook.com,2026-06-02,534.44,delivered,1,"Running Shoes",Apparel,2,196.73,physical,False,,,,,,,,,
ORD-000032,Nancy Roberts,shirley.wright953@outlook.com,2026-05-29,263.32,delivered,0,"Software License: Design Tool",Software,2,75.89,digital,False,,,,,,,,,
ORD-000032,Nancy Roberts,shirley.wright953@outlook.com,2026-05-29,263.32,delivered,1,"Online Course: Web Development",Education,1,111.54,digital,False,,,,,,,,,
ORD-000039,Nancy Roberts,shirley.wright953@outlook.com,2026-07-07,626.95,delivered,0,"Running Shoes",Apparel,3,154.81,physical,True,,,,,,,,,
ORD-000039,Nancy Roberts,shirley.wright953@outlook.com,2026-07-07,626.95,delivered,1,"E-book: Python Programming",Books,1,162.52,digital,True,,,,,,,,,
ORD-000009,Samuel Adams,kimberly.rivera867@inbox.com,2026-05-17,2896.07,delivered,0,"Desk Lamp",Home & Kitchen,3,185.15,physical,False,,,,,,,,,
ORD-000009,Samuel Adams,kimberly.rivera867@inbox.com,2026-05-17,2896.07,delivered,1,"Software License: Design Tool",Software,2,139.71,digital,False,,,,,,,,,
ORD-000009,Samuel Adams,kimberly.rivera867@inbox.com,2026-05-17,2896.07,delivered,2,"Tablet Stand",Electronics,3,126.4,physical,True,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-06-15,"Item damaged in shipping",completed,322.32,2026-06-22,refund_f4896fb8d6f9,True
ORD-000009,Samuel Adams,kimberly.rivera867@inbox.com,2026-05-17,2896.07,delivered,3,"Coffee Maker",Home & Kitchen,2,359.21,physical,True,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-06-20,"Received duplicate",completed,610.66,2026-06-26,refund_9258866f4819,True
ORD-000009,Samuel Adams,kimberly.rivera867@inbox.com,2026-05-17,2896.07,delivered,4,"Coffee Maker",Home & Kitchen,2,481.79,physical,False,,,,,,,,,
ORD-000025,Samuel Adams,kimberly.rivera867@inbox.com,2026-05-27,2103.57,shipped,0,"Kitchen Blender",Home & Kitchen,2,392.63,physical,False,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-06-09,"Item damaged in shipping",completed,785.26,2026-06-14,refund_8d1baeccbcca,False
ORD-000025,Samuel Adams,kimberly.rivera867@inbox.com,2026-05-27,2103.57,shipped,1,"Tablet Stand",Electronics,1,74.9,physical,False,,,,,,,,,
ORD-000025,Samuel Adams,kimberly.rivera867@inbox.com,2026-05-27,2103.57,shipped,2,"Coffee Maker",Home & Kitchen,3,414.47,physical,True,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-06-27,"Wrong size",completed,1056.9,2026-07-03,refund_e1a6a2077f63,True
ORD-000034,Samuel Adams,kimberly.rivera867@inbox.com,2026-06-03,1118.65,processing,0,"Running Shoes",Apparel,3,350.56,physical,False,,,,,,,,,
ORD-000034,Samuel Adams,kimberly.rivera867@inbox.com,2026-06-03,1118.65,processing,1,"Backpack",Apparel,1,66.97,physical,False,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-06-12,"Received duplicate",processing,66.97,2026-06-19,,False
ORD-000019,Susan Anderson,rebecca.miller262@mail.com,2026-05-30,189.18,shipped,0,"Desk Lamp",Home & Kitchen,3,31.45,physical,False,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-06-22,"Received duplicate",processing,94.35,2026-06-28,,False
ORD-000019,Susan Anderson,rebecca.miller262@mail.com,2026-05-30,189.18,shipped,1,"Backpack",Apparel,1,94.83,physical,True,,,,,,,,,
ORD-000022,Susan Anderson,rebecca.miller262@mail.com,2026-06-21,2681.97,cancelled,0,"Music Album: Best Hits",Entertainment,1,59.94,digital,False,,,,,,,,,
ORD-000022,Susan Anderson,rebecca.miller262@mail.com,2026-06-21,2681.97,cancelled,1,"Bluetooth Speaker",Electronics,1,315.02,physical,False,,,,,,,,,
,,,,,,,,,,,,,,,,,2026-06-27,"Received duplicate",approved,315.02,2026-07-04,refund_7fa2d1913d9f,False
